{'model': {'name': 'react_fsl', 'max_iterations': 5, 'max_retry': 5, 'logname': 'react_fsl'}, 'tools': {'Finish': {'open': True}, 'GetTaskDescription': {'open': True}, 'GetRelationDefinition': {'open': True}, 'RetrieveExamples': {'open': True, 'mode': 'bge', 'k': 3}}, 'train': {'if_train': False, 'if_predict': True, 'if_evaluate': True, 'trainer': 'trainer'}, 'data': {'type': 're', 'name': 'Wikidata', 'language': 'en', 'num_samples': 150, 'num_samples_index': 1000, 'train_num_samples': 0, 'input_trace': True}, 'llm': {'model_name': 'glm-4.7', 'temperature': 0, 'max_tokens': 4096, 'use_cache': False, 'client': 'academic'}}
Start predicting with 150 samples (indices 0..149).
idx=0, metric_dict={'f1': 0.5, 'recall': 0.5, 'precision': 0.5}
idx=26, metric_dict={'f1': 0.0538, 'recall': 0.2273, 'precision': 0.0305}
idx=27, metric_dict={'f1': 0.0577, 'recall': 0.2444, 'precision': 0.0327}
idx=28, metric_dict={'f1': 0.0574, 'recall': 0.234, 'precision': 0.0327}
idx=29, metric_dict={'f1': 0.0571, 'recall': 0.2292, 'precision': 0.0326}
idx=30, metric_dict={'f1': 0.057, 'recall': 0.2245, 'precision': 0.0326}
idx=31, metric_dict={'f1': 0.0567, 'recall': 0.22, 'precision': 0.0325}
idx=32, metric_dict={'f1': 0.0557, 'recall': 0.2157, 'precision': 0.032}
idx=33, metric_dict={'f1': 0.0556, 'recall': 0.2115, 'precision': 0.032}
idx=34, metric_dict={'f1': 0.053, 'recall': 0.2, 'precision': 0.0306}
idx=35, metric_dict={'f1': 0.0557, 'recall': 0.2143, 'precision': 0.032}
idx=36, metric_dict={'f1': 0.0576, 'recall': 0.2203, 'precision': 0.0332}
idx=37, metric_dict={'f1': 0.0614, 'recall': 0.2333, 'precision': 0.0354}
idx=38, metric_dict={'f1': 0.0651, 'recall': 0.2459, 'precision': 0.0375}
idx=39, metric_dict={'f1': 0.0615, 'recall': 0.2419, 'precision': 0.0352}
idx=40, metric_dict={'f1': 0.0612, 'recall': 0.2381, 'precision': 0.0351}
idx=41, metric_dict={'f1': 0.0641, 'recall': 0.25, 'precision': 0.0368}
idx=42, metric_dict={'f1': 0.0621, 'recall': 0.2462, 'precision': 0.0356}
idx=43, metric_dict={'f1': 0.0619, 'recall': 0.2388, 'precision': 0.0356}
idx=44, metric_dict={'f1': 0.0597, 'recall': 0.2353, 'precision': 0.0342}
idx=45, metric_dict={'f1': 0.0616, 'recall': 0.2464, 'precision': 0.0352}
idx=46, metric_dict={'f1': 0.0614, 'recall': 0.2429, 'precision': 0.0351}
idx=47, metric_dict={'f1': 0.0642, 'recall': 0.2535, 'precision': 0.0367}
idx=48, metric_dict={'f1': 0.0616, 'recall': 0.25, 'precision': 0.0352}
idx=49, metric_dict={'f1': 0.0591, 'recall': 0.2466, 'precision': 0.0336}
idx=50, metric_dict={'f1': 0.0588, 'recall': 0.2432, 'precision': 0.0335}
idx=51, metric_dict={'f1': 0.057, 'recall': 0.24, 'precision': 0.0323}
idx=52, metric_dict={'f1': 0.0568, 'recall': 0.2368, 'precision': 0.0323}
idx=53, metric_dict={'f1': 0.0593, 'recall': 0.2468, 'precision': 0.0337}
idx=54, metric_dict={'f1': 0.0606, 'recall': 0.2469, 'precision': 0.0345}
idx=55, metric_dict={'f1': 0.0567, 'recall': 0.2439, 'precision': 0.0321}
idx=56, metric_dict={'f1': 0.0563, 'recall': 0.241, 'precision': 0.0318}
idx=57, metric_dict={'f1': 0.055, 'recall': 0.2381, 'precision': 0.0311}
idx=58, metric_dict={'f1': 0.0546, 'recall': 0.2353, 'precision': 0.0309}
idx=59, metric_dict={'f1': 0.0594, 'recall': 0.25, 'precision': 0.0337}
idx=60, metric_dict={'f1': 0.0592, 'recall': 0.2444, 'precision': 0.0337}
idx=61, metric_dict={'f1': 0.0591, 'recall': 0.2418, 'precision': 0.0336}
idx=62, metric_dict={'f1': 0.058, 'recall': 0.2391, 'precision': 0.033}
idx=63, metric_dict={'f1': 0.0593, 'recall': 0.2473, 'precision': 0.0337}
idx=64, metric_dict={'f1': 0.0592, 'recall': 0.2447, 'precision': 0.0337}
idx=65, metric_dict={'f1': 0.0613, 'recall': 0.2526, 'precision': 0.0349}
idx=66, metric_dict={'f1': 0.0608, 'recall': 0.25, 'precision': 0.0346}
idx=67, metric_dict={'f1': 0.0645, 'recall': 0.2653, 'precision': 0.0367}
idx=68, metric_dict={'f1': 0.0666, 'recall': 0.2727, 'precision': 0.0379}
idx=69, metric_dict={'f1': 0.0665, 'recall': 0.27, 'precision': 0.0379}
idx=70, metric_dict={'f1': 0.0663, 'recall': 0.2647, 'precision': 0.0379}
idx=71, metric_dict={'f1': 0.0663, 'recall': 0.2621, 'precision': 0.0379}
idx=72, metric_dict={'f1': 0.0662, 'recall': 0.2596, 'precision': 0.0379}
idx=73, metric_dict={'f1': 0.0661, 'recall': 0.2571, 'precision': 0.0379}
idx=74, metric_dict={'f1': 0.0653, 'recall': 0.2547, 'precision': 0.0374}
idx=75, metric_dict={'f1': 0.0673, 'recall': 0.2617, 'precision': 0.0386}
idx=76, metric_dict={'f1': 0.0695, 'recall': 0.2685, 'precision': 0.0399}
idx=77, metric_dict={'f1': 0.0676, 'recall': 0.2661, 'precision': 0.0387}
idx=78, metric_dict={'f1': 0.0675, 'recall': 0.2636, 'precision': 0.0387}
idx=79, metric_dict={'f1': 0.0673, 'recall': 0.2566, 'precision': 0.0387}
idx=80, metric_dict={'f1': 0.0653, 'recall': 0.25, 'precision': 0.0376}
idx=81, metric_dict={'f1': 0.067, 'recall': 0.2564, 'precision': 0.0385}
idx=82, metric_dict={'f1': 0.0655, 'recall': 0.2542, 'precision': 0.0376}
idx=83, metric_dict={'f1': 0.0672, 'recall': 0.2605, 'precision': 0.0386}
idx=84, metric_dict={'f1': 0.069, 'recall': 0.2667, 'precision': 0.0397}
idx=85, metric_dict={'f1': 0.0679, 'recall': 0.2645, 'precision': 0.0389}
idx=86, metric_dict={'f1': 0.0672, 'recall': 0.2623, 'precision': 0.0386}
idx=87, metric_dict={'f1': 0.0672, 'recall': 0.2602, 'precision': 0.0386}
idx=88, metric_dict={'f1': 0.0654, 'recall': 0.2581, 'precision': 0.0375}
idx=89, metric_dict={'f1': 0.0641, 'recall': 0.256, 'precision': 0.0366}
idx=90, metric_dict={'f1': 0.0652, 'recall': 0.2619, 'precision': 0.0372}
idx=91, metric_dict={'f1': 0.0648, 'recall': 0.2598, 'precision': 0.037}
idx=92, metric_dict={'f1': 0.0666, 'recall': 0.2656, 'precision': 0.0381}
idx=93, metric_dict={'f1': 0.0644, 'recall': 0.2576, 'precision': 0.0368}
idx=94, metric_dict={'f1': 0.0637, 'recall': 0.2556, 'precision': 0.0364}
idx=95, metric_dict={'f1': 0.0651, 'recall': 0.2612, 'precision': 0.0372}
idx=96, metric_dict={'f1': 0.0649, 'recall': 0.2593, 'precision': 0.0371}
idx=97, metric_dict={'f1': 0.0652, 'recall': 0.2647, 'precision': 0.0372}
idx=98, metric_dict={'f1': 0.0639, 'recall': 0.2628, 'precision': 0.0364}
idx=99, metric_dict={'f1': 0.0638, 'recall': 0.2609, 'precision': 0.0364}
idx=100, metric_dict={'f1': 0.0636, 'recall': 0.259, 'precision': 0.0363}
idx=101, metric_dict={'f1': 0.0632, 'recall': 0.2571, 'precision': 0.036}
idx=102, metric_dict={'f1': 0.0648, 'recall': 0.2624, 'precision': 0.037}
idx=103, metric_dict={'f1': 0.0647, 'recall': 0.2606, 'precision': 0.037}
idx=104, metric_dict={'f1': 0.0637, 'recall': 0.2534, 'precision': 0.0365}
idx=105, metric_dict={'f1': 0.0636, 'recall': 0.2483, 'precision': 0.0365}
idx=106, metric_dict={'f1': 0.0646, 'recall': 0.2533, 'precision': 0.037}
idx=107, metric_dict={'f1': 0.0657, 'recall': 0.2583, 'precision': 0.0376}
idx=108, metric_dict={'f1': 0.0653, 'recall': 0.2566, 'precision': 0.0374}
idx=109, metric_dict={'f1': 0.0678, 'recall': 0.2662, 'precision': 0.0388}
idx=110, metric_dict={'f1': 0.0677, 'recall': 0.2645, 'precision': 0.0388}
idx=111, metric_dict={'f1': 0.0677, 'recall': 0.2628, 'precision': 0.0388}
idx=112, metric_dict={'f1': 0.0676, 'recall': 0.2611, 'precision': 0.0388}
idx=113, metric_dict={'f1': 0.0675, 'recall': 0.2595, 'precision': 0.0388}
idx=114, metric_dict={'f1': 0.0675, 'recall': 0.2579, 'precision': 0.0388}
idx=115, metric_dict={'f1': 0.067, 'recall': 0.2562, 'precision': 0.0386}
idx=116, metric_dict={'f1': 0.0666, 'recall': 0.2547, 'precision': 0.0383}
idx=117, metric_dict={'f1': 0.0662, 'recall': 0.2531, 'precision': 0.0381}
idx=118, metric_dict={'f1': 0.0661, 'recall': 0.2515, 'precision': 0.0381}
idx=119, metric_dict={'f1': 0.0661, 'recall': 0.25, 'precision': 0.0381}
idx=120, metric_dict={'f1': 0.0657, 'recall': 0.2485, 'precision': 0.0379}
idx=121, metric_dict={'f1': 0.0704, 'recall': 0.2632, 'precision': 0.0407}
idx=122, metric_dict={'f1': 0.0698, 'recall': 0.2616, 'precision': 0.0403}
idx=123, metric_dict={'f1': 0.0697, 'recall': 0.2601, 'precision': 0.0403}
idx=124, metric_dict={'f1': 0.0684, 'recall': 0.2557, 'precision': 0.0395}
idx=125, metric_dict={'f1': 0.0679, 'recall': 0.2542, 'precision': 0.0392}
idx=126, metric_dict={'f1': 0.0677, 'recall': 0.2528, 'precision': 0.0391}
idx=127, metric_dict={'f1': 0.0673, 'recall': 0.2514, 'precision': 0.0389}
idx=128, metric_dict={'f1': 0.0682, 'recall': 0.2556, 'precision': 0.0394}
idx=129, metric_dict={'f1': 0.0695, 'recall': 0.2597, 'precision': 0.0401}
idx=130, metric_dict={'f1': 0.0685, 'recall': 0.2568, 'precision': 0.0395}
idx=131, metric_dict={'f1': 0.0697, 'recall': 0.2609, 'precision': 0.0402}
idx=132, metric_dict={'f1': 0.0702, 'recall': 0.2634, 'precision': 0.0405}
idx=133, metric_dict={'f1': 0.0691, 'recall': 0.2606, 'precision': 0.0398}
idx=134, metric_dict={'f1': 0.0691, 'recall': 0.2593, 'precision': 0.0398}
idx=135, metric_dict={'f1': 0.0685, 'recall': 0.2579, 'precision': 0.0395}
idx=136, metric_dict={'f1': 0.0684, 'recall': 0.2565, 'precision': 0.0395}
idx=137, metric_dict={'f1': 0.0678, 'recall': 0.2539, 'precision': 0.0391}
idx=138, metric_dict={'f1': 0.0674, 'recall': 0.2526, 'precision': 0.0389}
idx=139, metric_dict={'f1': 0.0673, 'recall': 0.2513, 'precision': 0.0388}
idx=140, metric_dict={'f1': 0.0667, 'recall': 0.25, 'precision': 0.0385}
idx=141, metric_dict={'f1': 0.0676, 'recall': 0.2538, 'precision': 0.039}
idx=142, metric_dict={'f1': 0.0675, 'recall': 0.2513, 'precision': 0.039}
idx=143, metric_dict={'f1': 0.068, 'recall': 0.255, 'precision': 0.0393}
idx=144, metric_dict={'f1': 0.068, 'recall': 0.2537, 'precision': 0.0393}
idx=145, metric_dict={'f1': 0.0675, 'recall': 0.2525, 'precision': 0.039}
idx=146, metric_dict={'f1': 0.0684, 'recall': 0.2562, 'precision': 0.0395}
idx=147, metric_dict={'f1': 0.0687, 'recall': 0.2598, 'precision': 0.0396}
idx=148, metric_dict={'f1': 0.0686, 'recall': 0.2585, 'precision': 0.0395}
idx=149, metric_dict={'f1': 0.0685, 'recall': 0.2573, 'precision': 0.0395}
Saving LLM input trace to input_trace_Wikidata/llm_input_trace_react_fsl_glm-4.7_Wikidata_.json...
Finish predicting with 150 samples.
Loading results...
Generating train split: 150 examples [00:03, 40.43 examples/s]
Evaluating...
Evaluation result: {'f1': 0.0685, 'recall': 0.2573, 'precision': 0.0395}
