{'model': {'name': 'sc_agent', 'max_iterations': 2, 'max_retry': 2, 'chunking': False, 'study': 'complete', 'mode': 'direct', 'retrieval_switch': True, 'no_examples': False, 'logname': 'sc_agent'}, 'tools': {'Finish': {'open': True}, 'GetTaskDescription': {'open': True}, 'GetRelationDefinition': {'open': True}, 'RetrieveExamples': {'open': True, 'mode': 'bge', 'k': 3}}, 'train': {'if_train': False, 'if_predict': True, 'if_evaluate': True, 'trainer': 'trainer_sc_agent'}, 'data': {'type': 're', 'name': 'Wikidata', 'language': 'en', 'num_samples': 150, 'num_samples_index': 1000, 'train_num_samples': 0, 'input_trace': True}, 'llm': {'model_name': 'glm-4.7', 'temperature': 0, 'max_tokens': 4096, 'use_cache': False, 'client': 'academic'}}       
Start predicting with 150 samples (indices 0..149).
idx=0, metric_dict={'f1': 0, 'recall': 0.0, 'precision': 0.0}
idx=75, metric_dict={'f1': 0.0348, 'recall': 0.1589, 'precision': 0.0195}
idx=76, metric_dict={'f1': 0.0367, 'recall': 0.1667, 'precision': 0.0206}
idx=77, metric_dict={'f1': 0.0363, 'recall': 0.1651, 'precision': 0.0204}
idx=78, metric_dict={'f1': 0.038, 'recall': 0.1727, 'precision': 0.0213}
idx=79, metric_dict={'f1': 0.0378, 'recall': 0.1681, 'precision': 0.0213}
idx=80, metric_dict={'f1': 0.0352, 'recall': 0.1638, 'precision': 0.0197}
idx=81, metric_dict={'f1': 0.0351, 'recall': 0.1624, 'precision': 0.0197}
idx=82, metric_dict={'f1': 0.0351, 'recall': 0.161, 'precision': 0.0197}
idx=83, metric_dict={'f1': 0.0367, 'recall': 0.1681, 'precision': 0.0206}
idx=84, metric_dict={'f1': 0.0383, 'recall': 0.175, 'precision': 0.0215}
idx=85, metric_dict={'f1': 0.038, 'recall': 0.1736, 'precision': 0.0213}
idx=86, metric_dict={'f1': 0.0369, 'recall': 0.1721, 'precision': 0.0207}
idx=87, metric_dict={'f1': 0.0369, 'recall': 0.1707, 'precision': 0.0207}
idx=88, metric_dict={'f1': 0.0359, 'recall': 0.1694, 'precision': 0.0201}
idx=89, metric_dict={'f1': 0.0354, 'recall': 0.168, 'precision': 0.0198}
idx=90, metric_dict={'f1': 0.0353, 'recall': 0.1667, 'precision': 0.0197}
idx=91, metric_dict={'f1': 0.0368, 'recall': 0.1732, 'precision': 0.0206}
idx=92, metric_dict={'f1': 0.0384, 'recall': 0.1797, 'precision': 0.0215}
idx=93, metric_dict={'f1': 0.0376, 'recall': 0.1742, 'precision': 0.0211}
idx=94, metric_dict={'f1': 0.0375, 'recall': 0.1729, 'precision': 0.021}
idx=95, metric_dict={'f1': 0.039, 'recall': 0.1791, 'precision': 0.0219}
idx=96, metric_dict={'f1': 0.0389, 'recall': 0.1778, 'precision': 0.0218}
idx=97, metric_dict={'f1': 0.0383, 'recall': 0.1765, 'precision': 0.0215}
idx=98, metric_dict={'f1': 0.0378, 'recall': 0.1752, 'precision': 0.0212}
idx=99, metric_dict={'f1': 0.0393, 'recall': 0.1812, 'precision': 0.022}
idx=100, metric_dict={'f1': 0.0392, 'recall': 0.1799, 'precision': 0.022}
idx=101, metric_dict={'f1': 0.0391, 'recall': 0.1786, 'precision': 0.0219}
idx=102, metric_dict={'f1': 0.0406, 'recall': 0.1844, 'precision': 0.0228}
idx=103, metric_dict={'f1': 0.0405, 'recall': 0.1831, 'precision': 0.0228}
idx=104, metric_dict={'f1': 0.0403, 'recall': 0.1781, 'precision': 0.0227}
idx=105, metric_dict={'f1': 0.0402, 'recall': 0.1745, 'precision': 0.0227}
idx=106, metric_dict={'f1': 0.0415, 'recall': 0.18, 'precision': 0.0235}
Error formatting triplet: {'subject': 'X Corp.', 'predicate': 'is the owner of'}, error: 'object'
Error formatting triplet: {'subject': 'X Corp.', 'predicate': 'is the owner of'}, error: 'object'
Error formatting triplet: {'subject': 'X Corp.', 'predicate': 'is the owner of'}, error: 'object'
Error formatting triplet: {'subject': 'X Corp.', 'predicate': 'is the owner of'}, error: 'object'
Error formatting triplet: {'subject': 'X Corp.', 'predicate': 'is the owner of'}, error: 'object'
idx=107, metric_dict={'f1': 0.043, 'recall': 0.1854, 'precision': 0.0243}
idx=108, metric_dict={'f1': 0.0428, 'recall': 0.1842, 'precision': 0.0242}
idx=109, metric_dict={'f1': 0.043, 'recall': 0.1883, 'precision': 0.0243}
idx=110, metric_dict={'f1': 0.043, 'recall': 0.1871, 'precision': 0.0243}
idx=111, metric_dict={'f1': 0.0429, 'recall': 0.1859, 'precision': 0.0242}
idx=112, metric_dict={'f1': 0.0427, 'recall': 0.1847, 'precision': 0.0242}
idx=113, metric_dict={'f1': 0.0437, 'recall': 0.1899, 'precision': 0.0247}
idx=114, metric_dict={'f1': 0.0436, 'recall': 0.1887, 'precision': 0.0247}
idx=115, metric_dict={'f1': 0.0432, 'recall': 0.1875, 'precision': 0.0244}
idx=116, metric_dict={'f1': 0.0431, 'recall': 0.1863, 'precision': 0.0244}
idx=117, metric_dict={'f1': 0.043, 'recall': 0.1852, 'precision': 0.0243}
idx=118, metric_dict={'f1': 0.0416, 'recall': 0.184, 'precision': 0.0235}
idx=119, metric_dict={'f1': 0.0416, 'recall': 0.1829, 'precision': 0.0235}
idx=120, metric_dict={'f1': 0.0414, 'recall': 0.1818, 'precision': 0.0234}
idx=121, metric_dict={'f1': 0.0448, 'recall': 0.193, 'precision': 0.0253}
idx=122, metric_dict={'f1': 0.0444, 'recall': 0.1919, 'precision': 0.0251}
idx=123, metric_dict={'f1': 0.0444, 'recall': 0.1908, 'precision': 0.0251}
idx=124, metric_dict={'f1': 0.0443, 'recall': 0.1875, 'precision': 0.0251}
idx=125, metric_dict={'f1': 0.0442, 'recall': 0.1864, 'precision': 0.0251}
idx=126, metric_dict={'f1': 0.0441, 'recall': 0.1854, 'precision': 0.025}
idx=127, metric_dict={'f1': 0.0439, 'recall': 0.1844, 'precision': 0.0249}
idx=128, metric_dict={'f1': 0.0434, 'recall': 0.1833, 'precision': 0.0246}
idx=129, metric_dict={'f1': 0.0447, 'recall': 0.1878, 'precision': 0.0254}
idx=130, metric_dict={'f1': 0.0441, 'recall': 0.1858, 'precision': 0.025}
idx=131, metric_dict={'f1': 0.0441, 'recall': 0.1848, 'precision': 0.025}
idx=132, metric_dict={'f1': 0.0433, 'recall': 0.1828, 'precision': 0.0245}
idx=133, metric_dict={'f1': 0.0426, 'recall': 0.1809, 'precision': 0.0241}
idx=134, metric_dict={'f1': 0.0423, 'recall': 0.1799, 'precision': 0.0239}
idx=135, metric_dict={'f1': 0.0421, 'recall': 0.1789, 'precision': 0.0239}
idx=136, metric_dict={'f1': 0.0419, 'recall': 0.178, 'precision': 0.0238}
idx=137, metric_dict={'f1': 0.0416, 'recall': 0.1762, 'precision': 0.0236}
idx=138, metric_dict={'f1': 0.041, 'recall': 0.1753, 'precision': 0.0232}
idx=139, metric_dict={'f1': 0.041, 'recall': 0.1744, 'precision': 0.0232}
idx=140, metric_dict={'f1': 0.0409, 'recall': 0.1735, 'precision': 0.0232}
idx=141, metric_dict={'f1': 0.042, 'recall': 0.1777, 'precision': 0.0238}
idx=142, metric_dict={'f1': 0.0419, 'recall': 0.1759, 'precision': 0.0238}
idx=143, metric_dict={'f1': 0.0416, 'recall': 0.175, 'precision': 0.0236}
idx=144, metric_dict={'f1': 0.0427, 'recall': 0.1791, 'precision': 0.0242}
idx=145, metric_dict={'f1': 0.0425, 'recall': 0.1782, 'precision': 0.0241}
idx=146, metric_dict={'f1': 0.0436, 'recall': 0.1823, 'precision': 0.0247}
idx=147, metric_dict={'f1': 0.0436, 'recall': 0.1814, 'precision': 0.0247}
idx=148, metric_dict={'f1': 0.0435, 'recall': 0.1805, 'precision': 0.0247}
idx=149, metric_dict={'f1': 0.0435, 'recall': 0.1796, 'precision': 0.0247}
Saving LLM input trace to input_trace_Wikidata/llm_input_trace_sc_agent_glm-4.7_Wikidata_.json...
Finish predicting with 150 samples.
Loading results...
Generating train split: 150 examples [00:01, 138.91 examples/s]
Evaluating...
Error formatting triplet: {'object': None, 'predicate': 'is the owner of', 'subject': 'X Corp.'}, error: sequence item 2: expected str instance, NoneType found
Error formatting triplet: {'object': None, 'predicate': 'is the owner of', 'subject': 'X Corp.'}, error: sequence item 2: expected str instance, NoneType found
Error formatting triplet: {'object': None, 'predicate': 'is the owner of', 'subject': 'X Corp.'}, error: sequence item 2: expected str instance, NoneType found
Error formatting triplet: {'object': None, 'predicate': 'is the owner of', 'subject': 'X Corp.'}, error: sequence item 2: expected str instance, NoneType found
Error formatting triplet: {'object': None, 'predicate': 'is the owner of', 'subject': 'X Corp.'}, error: sequence item 2: expected str instance, NoneType found
Evaluation result: {'f1': 0.0435, 'recall': 0.1796, 'precision': 0.0247}
